Product URL,Product Name,Product Price,Product ratings,Number of reviews
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=sxin_16_trfobq2av2_2_B0821PN8L4?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PN8L4&pd_rd_r=d44bbcac-9807-4216-a3b4-3bba22f2d634&pd_rd_w=3tUO1&pd_rd_wg=HEzpV&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V065Q2MND00X4YS44P59&qid=1686482422&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&sprefix=ba%2Caps%2C283&sr=1-3-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹339.00,4.3 out of 5 stars,
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sxin_16_trfobq2av2_3_B0821PYKVK?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PYKVK&pd_rd_r=d44bbcac-9807-4216-a3b4-3bba22f2d634&pd_rd_w=3tUO1&pd_rd_wg=HEzpV&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V065Q2MND00X4YS44P59&qid=1686482422&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&sprefix=ba%2Caps%2C283&sr=1-4-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹349.00,4.3 out of 5 stars,
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDGVLVM/ref=sxin_16_trfobq2av2_4_B08TDGVLVM?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08TDGVLVM&pd_rd_r=d44bbcac-9807-4216-a3b4-3bba22f2d634&pd_rd_w=3tUO1&pd_rd_wg=HEzpV&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V065Q2MND00X4YS44P59&qid=1686482422&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&sprefix=ba%2Caps%2C283&sr=1-5-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹329.00,4.4 out of 5 stars,
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDJ2L9G/ref=sxin_16_trfobq2av2_5_B08TDJ2L9G?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08TDJ2L9G&pd_rd_r=d44bbcac-9807-4216-a3b4-3bba22f2d634&pd_rd_w=3tUO1&pd_rd_wg=HEzpV&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V065Q2MND00X4YS44P59&qid=1686482422&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-6-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹369.00,4.3 out of 5 stars,
https://www.amazon.in/Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sxin_16_trfobq2av2_6_B0BRJLWQ6R?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BRJLWQ6R&pd_rd_r=d44bbcac-9807-4216-a3b4-3bba22f2d634&pd_rd_w=3tUO1&pd_rd_wg=HEzpV&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=V065Q2MND00X4YS44P59&qid=1686482422&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=1-7-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹599.00,4.5 out of 5 stars,
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-6,,849,3.9 out of 5 stars,
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-7,,699,4.0 out of 5 stars,
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-8,,"1,399",4.3 out of 5 stars,
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-9,,699,4.0 out of 5 stars,
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-10,,649,3.9 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjc0MjQyOTgyMjIzNjkzOjE2ODY0ODI0MjI6c3BfbXRmOjIwMTU5Njg2NTE5Mzk4OjowOjo&url=%2FImpulse-Imptag-Backpack-Business-Resistant%2Fdp%2FB0C1CQ81YX%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482422%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,796,5.0 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjc0MjQyOTgyMjIzNjkzOjE2ODY0ODI0MjI6c3BfbXRmOjIwMTEwMDY2NjczMTk4OjowOjo&url=%2FDesign-Casual-Waterproof-Backpack-Backpacks%2Fdp%2FB092HCH6GB%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482422%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,"4,999",4.5 out of 5 stars,
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-13,,"1,199",4.3 out of 5 stars,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-14,,₹499.00,3.9 out of 5 stars,
https://www.amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-15,,431,3.6 out of 5 stars,
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-16,,599,3.8 out of 5 stars,
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-17,,₹399.00,4.4 out of 5 stars,
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-18,,₹899.00,4.3 out of 5 stars,
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-19,,799,3.8 out of 5 stars,
https://www.amazon.in/Expandable-Backpack-Water-resistant-Business-Charging/dp/B0B6FNB898/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1686482422&sprefix=ba%2Caps%2C283&sr=8-20,,"3,514",4.4 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjc0MjQyOTgyMjIzNjkzOjE2ODY0ODI0MjI6c3BfYnRmOjIwMDIyMzA1MzQ2MzA2OjowOjo&url=%2FCOSMUS-Polyester-Multi-functional-Convertible-15-6-Inch%2Fdp%2FB07D1R1K84%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482422%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,"2,141",4.2 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjc0MjQyOTgyMjIzNjkzOjE2ODY0ODI0MjI6c3BfYnRmOjIwMTI0MzExMDI0ODk4OjowOjo&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482422%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,"1,600",4.0 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTA3NDA1MDAyMDUwNDE6MTY4NjQ4MjUwOTpzcF9hdGY6MjAwNjU1MzM2ODQ2OTg6OjA6Og&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482509%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,,"1,700",4.1 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTA3NDA1MDAyMDUwNDE6MTY4NjQ4MjUwOTpzcF9hdGY6MjAxMTIwOTYzMTc1OTg6OjA6Og&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482509%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,,"2,300",4.1 out of 5 stars,
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-3,,₹570.00,4.3 out of 5 stars,
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-4,,"₹1,199.00",4.0 out of 5 stars,
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-5,,599,4.1 out of 5 stars,
https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sxin_16_trfobq2av2_0_B09W4VMZ79?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W4VMZ79&pd_rd_r=b32a111d-1643-4a07-a270-03b653a4f05e&pd_rd_w=uLQJI&pd_rd_wg=lXnrn&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=DWEP980YXBYSWZQHP7HZ&qid=1686482509&sprefix=ba%2Caps%2C283&sr=1-1-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹699.00,4.2 out of 5 stars,
https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Toddler/dp/B097NJ6VPF/ref=sxin_16_trfobq2av2_1_B097NJ6VPF?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NJ6VPF&pd_rd_r=b32a111d-1643-4a07-a270-03b653a4f05e&pd_rd_w=uLQJI&pd_rd_wg=lXnrn&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=DWEP980YXBYSWZQHP7HZ&qid=1686482509&sprefix=ba%2Caps%2C283&sr=1-2-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹448.00,4.0 out of 5 stars,
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PN8L4/ref=sxin_16_trfobq2av2_2_B0821PN8L4?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PN8L4&pd_rd_r=b32a111d-1643-4a07-a270-03b653a4f05e&pd_rd_w=uLQJI&pd_rd_wg=lXnrn&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=DWEP980YXBYSWZQHP7HZ&qid=1686482509&sprefix=ba%2Caps%2C283&sr=1-3-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹339.00,4.3 out of 5 stars,
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B0821PYKVK/ref=sxin_16_trfobq2av2_3_B0821PYKVK?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0821PYKVK&pd_rd_r=b32a111d-1643-4a07-a270-03b653a4f05e&pd_rd_w=uLQJI&pd_rd_wg=lXnrn&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=DWEP980YXBYSWZQHP7HZ&qid=1686482509&sprefix=ba%2Caps%2C283&sr=1-4-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹349.00,4.3 out of 5 stars,
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDGVLVM/ref=sxin_16_trfobq2av2_4_B08TDGVLVM?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08TDGVLVM&pd_rd_r=b32a111d-1643-4a07-a270-03b653a4f05e&pd_rd_w=uLQJI&pd_rd_wg=lXnrn&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=DWEP980YXBYSWZQHP7HZ&qid=1686482509&sprefix=ba%2Caps%2C283&sr=1-5-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹329.00,4.4 out of 5 stars,
https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TDJ2L9G/ref=sxin_16_trfobq2av2_5_B08TDJ2L9G?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08TDJ2L9G&pd_rd_r=b32a111d-1643-4a07-a270-03b653a4f05e&pd_rd_w=uLQJI&pd_rd_wg=lXnrn&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=DWEP980YXBYSWZQHP7HZ&qid=1686482509&sprefix=ba%2Caps%2C283&sr=1-6-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹369.00,4.3 out of 5 stars,
https://www.amazon.in/Resistant-Photography-Accessories-Compatible-Panasonic/dp/B0BRJLWQ6R/ref=sxin_16_trfobq2av2_6_B0BRJLWQ6R?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BRJLWQ6R&pd_rd_r=b32a111d-1643-4a07-a270-03b653a4f05e&pd_rd_w=uLQJI&pd_rd_wg=lXnrn&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=DWEP980YXBYSWZQHP7HZ&qid=1686482509&sprefix=ba%2Caps%2C283&sr=1-7-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹599.00,4.5 out of 5 stars,
https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BJ32LQ6X/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-6,,849,3.9 out of 5 stars,
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-7,,699,4.0 out of 5 stars,
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4FK9G/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-8,,"1,399",4.3 out of 5 stars,
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTDMRY7/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-9,,699,4.0 out of 5 stars,
https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-10,,649,3.9 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTA3NDA1MDAyMDUwNDE6MTY4NjQ4MjUwOTpzcF9tdGY6MjAwNjM3OTU1OTgxOTg6OjA6Og&url=%2FBackpack-Capacity-Water-resistant-Multi-pocket-Business%2Fdp%2FB0B6FK9ZZG%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482509%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,"₹2,944.05",4.2 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTA3NDA1MDAyMDUwNDE6MTY4NjQ4MjUwOTpzcF9tdGY6MjAwNjgxOTQzMzM4MDM6OjA6Og&url=%2FBackpack-Business-Computer-Luggage-Resistant%2Fdp%2FB07TS3RSHN%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482509%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,"₹2,374.00",4.3 out of 5 stars,
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-13,,"1,199",4.3 out of 5 stars,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-14,,₹499.00,3.9 out of 5 stars,
https://www.amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-15,,431,3.6 out of 5 stars,
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-16,,599,3.8 out of 5 stars,
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-17,,₹399.00,4.4 out of 5 stars,
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-18,,₹899.00,4.3 out of 5 stars,
https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B26VHXV/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-19,,799,3.8 out of 5 stars,
https://www.amazon.in/Expandable-Backpack-Water-resistant-Business-Charging/dp/B0B6FNB898/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1686482509&sprefix=ba%2Caps%2C283&sr=8-20,,"3,514",4.4 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTA3NDA1MDAyMDUwNDE6MTY4NjQ4MjUwOTpzcF9idGY6MjAwOTI1MjU5Nzk2OTg6OjA6Og&url=%2FNumber-Backpack-Compartment-Charging-Organizer%2Fdp%2FB09VTCNN75%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482509%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,699,4.0 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTA3NDA1MDAyMDUwNDE6MTY4NjQ4MjUwOTpzcF9idGY6MjAwNjM3MTI5ODIzOTg6OjA6Og&url=%2FExpandable-Backpack-Water-resistant-Business-Charging%2Fdp%2FB0B6FNB898%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482509%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,"3,514",4.4 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODQzMTMwNjEyNjM4MTc6MTY4NjQ4MjU5NTpzcF9hdGY6MjAwNjU1MzM2ODQ2OTg6OjA6Og&url=%2FPOLICE-ltrs-cms-backpack-PTO020008_1_black%2Fdp%2FB0B81YTTWS%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482595%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,,"1,700",4.1 out of 5 stars,
https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODQzMTMwNjEyNjM4MTc6MTY4NjQ4MjU5NTpzcF9hdGY6MjAxMTIwOTYzMTc1OTg6OjA6Og&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1686482595%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,,"2,300",4.1 out of 5 stars,
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1686482595&sprefix=ba%2Caps%2C283&sr=8-3,,₹570.00,4.3 out of 5 stars,
https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1686482595&sprefix=ba%2Caps%2C283&sr=8-4,,"₹1,199.00",4.0 out of 5 stars,
https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1686482595&sprefix=ba%2Caps%2C283&sr=8-5,,599,4.1 out of 5 stars,
https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sxin_16_trfobq2av2_0_B09W4VMZ79?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09W4VMZ79&pd_rd_r=ad7e030b-8c50-40b9-bcc7-bdcd3aa70093&pd_rd_w=F6F7b&pd_rd_wg=JEcbV&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=FEMBWW2CEMKS6RS2CHA5&qid=1686482595&sprefix=ba%2Caps%2C283&sr=1-1-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹699.00,4.2 out of 5 stars,
https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Toddler/dp/B097NJ6VPF/ref=sxin_16_trfobq2av2_1_B097NJ6VPF?content-id=amzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb%3Aamzn1.sym.c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NJ6VPF&pd_rd_r=ad7e030b-8c50-40b9-bcc7-bdcd3aa70093&pd_rd_w=F6F7b&pd_rd_wg=JEcbV&pf_rd_p=c1eb4b2a-b703-404b-a097-61cb8a5ee3cb&pf_rd_r=FEMBWW2CEMKS6RS2CHA5&qid=1686482595&sprefix=ba%2Caps%2C283&sr=1-2-973fd8bd-28ce-479e-8be4-fbaf1193947a,,₹448.00,4.0 out of 5 stars,
